no,title,mean
455,メーラーデーモン,メーラーデーモンとは、電子メールで使われる言葉です。【意味】電子メールに不備がないかチェックするプログラムの名前。自分のメールが何らかの理由で送信できなかったときに、それを伝えるために自動送信される。この場合、差出人名がメーラーデーモン（MAILER-DAEMON）となるため、メーラーデーモンという人がいるものと勘違いされることが多い。転じて、メールが送れなかった、という【意味】でも使われる。他にも『Mail Delivery Subsystem』もある。【由来】ギリシャ神話のダイモンという「神々と人間の間にいる神」から。【使用例】「昨日合コンで知り合った子にメールしたら、メーラーデーモンさんだったよ(泣)」
456,喪女,"喪女（もじょ）は、２ちゃんねる等で使われる若者言葉です。【意味】もてない女性のこと。主にモテない女性の総称として使われるが『今まで告白されたことがない』『今まで恋人がいたことがない』等の定義もある。対義語：喪男（もてない男性）【由来】もてないの""も""を""喪""で表現喪女喪女の掲示板などでは暗い内容が多いのが特徴。【使用例】「最近、喪女が増えてるみたいです。」"
457,もってる,"【意味】もってるとは、上手くいかないと予想されていたが、それに反して成功したときに使う言葉。""have""とは別の【意味】で使われる。2010年新語流行語特別賞を受賞した。斎藤佑樹投手が2010年六大学野球の優勝祝賀会でのスピーチ「自分は何かもっていると言われますが、それが何か確信できました。それは仲間です。」が有名。【由来】2010年FIFAワールドカップ、カメルーン戦後のインタビューで本田圭佑選手が使ったのが最初とされる「昨日が誕生日だったし、僕は何かもってるかな。」【使用例】「3回連続で宝くじ当たるなんて、俺マジもってるわ。」"
458,もにょる,"もにょるとは、主に女性がネットで使う若者言葉です。【意味】モヤモヤしてすっきりしない、という【意味】。今では【不快、納得できない】という【意味】もあり「最悪ではないが良くもない」という状態のときに使われる。""微妙""と同じような【意味】。【由来】２ちゃんねるの「同人コミケ板」で『へぼい本を読むとおなかがもにょもにょする』というのが【由来】とされる。【使用例】「電車の同じ車両に妹が乗ってきてもにょった。」「同じCMを連続でみると正直もにょる。」"
459,モノノフ,モノノフとは、ファンを表す若者言葉です。【意味】ももいろクローバーZの熱狂的なファンのこと。ライブでは、応援グッズを持ち、お決まりの掛け声を出して応援する。そういった【意味】では、冷静に曲などを楽しむ普通の『ももクロファン』とは一味違うという見方もできる。【由来】メンバーが甲冑や兜などを着て行ったイベントがあり、それに合わせてファンも折り紙の兜などを装備していたことから。ちなみにモノノフは『武士』の訓読みで、武芸を身に付け軍事に携わった者という【意味】がある。【使用例】「芸能界にもモノノフがけっこういるよね。」関連商品ももクロ春の一大事2012~見渡せば大パノラマ地獄~ [DVD]posted with カエレバももいろクローバーZ キングレコード 2012-09-05    Amazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール価格.com
460,ヤグる,"【意味】ヤグるとは、浮気現場を彼氏に目撃されること。実際には逆の""ヤグられる（浮気現場を目撃する）""で使うことが多い。能動態と受動態の【意味】が逆になっているので注意が必要。一連の浮気騒動を起こしたとされる元モーニング娘。の矢口真里のような状態になる、の略。雑誌『小悪魔ageha（2013年8月号）』で紹介された新ギャル語の3位になった言葉。【由来】矢口真里のようになるヤグる【使用例】「昨日彼氏にヤグられちゃった。」"
461,野鳥の会（スナイパー）,野鳥の会とは、アイドルファンを表す若者言葉です。【意味】アイドルのライブで、双眼鏡でステージを見ているファンのこと。スナイパーとも言う。主にハロープロジェクトファンの間で使われる。【由来】野鳥の会が双眼鏡で鳥を数える様子に似ていることから。【使用例】「最近、ライブで野鳥の会をよく見かけるよね。」
462,ヤバイ（ヤヴァイ）,"【意味】ヤバイとは、非常に魅力があること。または、良くない状況であること。元々は、危険・好ましくない状態を指す形容詞だったが、今は良い【意味】でも使われる。『楽しい』『おいしい』『うれしい』『素晴らしい』など、プラスの感情はほとんどヤバイが使われている。よって、【意味】は文脈から判断するしかない。若者言葉の乱れの元凶とされ、ヤバイを毛嫌いする大人も多い。ネットでは""ヤヴァイ""と表記されることもある。【使用例】「このラーメンヤバくない！？」→　このラーメンはとても美味しいですね"
463,ヤリモク,not found
464,ゆとり,"ゆとりとは、ネットでよく使われる若者言葉です。【意味】ゆとり教育を受けた世代のこと。2002年頃から始まったゆとり教育は、週休2日制等により授業時間数が減少し、学力低下の原因になったとされている。このことから、頭の悪い・場違いなコメントをすると""ゆとり""と揶揄されるようになった。【由来】ゆとり教育世代の略。【使用例】批判的な言葉なので、多用は禁物です。A「凡例の読み方って、ボンレイ？それともホンレイ？」B「どんだけゆとりなんだよ、お前。」"
465,百合、百合展開,"【意味】百合とは、女性同士の恋愛のこと。または、それに近い友情関係。『百合展開』『百合アニメ』など""百合○○""と接頭辞として使うことも多い。【由来】伊藤文学が『薔薇族（男性同性愛専門雑誌）』で""薔薇族（男性同性愛者）""の対義語として提唱した""百合族""から【使用例】「最近のアニメは百合展開多めだな。」"
466,ゆるしてニャン,ゆるしてニャンとは、「Yahoo!きっず」のネット投票にて、男の子が選ぶ流行語（2011）で第1位になった若者言葉です。【意味】ゆるして。許して欲しいときに、両手を握り、顔の横でネコのように曲げて言う。大人はともかく、これを子供にやられると許さざるを得ない。【由来】Berryz工房・嗣永桃子の決めゼリフ。【使用例】ママ「もうすぐ夕飯だから我慢しなさいって言ったのに、おやつ食べたでしょ？」息子「ゆるしてニャン。」関連商品momo ok。 [DVD]posted with カエレバ嗣永桃子 ピッコロタウン 2009-09-09    Amazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール帰ってきた Berryz仮面!(仮) Vol.1 [DVD]posted with カエレバBerryz工房 UP-FRONT WORKS 2012-02-01    Amazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール
467,よう俺,【意味】よう俺とは、自分と同じような趣味趣向や環境にいる相手に対するツッコミ。特に、具体性のある内容で同じだったときに使われる。同意語：おまおれ【由来】まるで自分だと思えるほど似ている人への挨拶よう俺【使用例】A「朝は、ミネラルウォーターにパン、ヨーグルトがベストだろ」B「よう俺」A「修学旅行は、小学校が福島、中学が京都奈良、高校が沖縄だったな」B「よう俺」
468,香具師,"【意味】香具師とは、奴のこと。2ちゃんねるで使われる。""かぐし""ではない。香具師の元の【意味】は、縁日などで露店を出したり、手品や大道芸をして商売する人のこと。【由来】奴ヤツヤシ（ツを似ているシに）→　香具師（ヤシを漢字変換）【使用例】「バカな香具師。」"
469,ヤシマ作戦,ヤシマ作戦とは、ツイッター等で広まった若者言葉です。3.11大震災の節電協力を呼びかけるための言葉。【意味】節電に協力しよう、というメッセージ。【由来】アニメ「新世紀エヴァンゲリオン」のヤシマ作戦から。ヤシマ作戦：敵を倒すために日本中を停電にして電力を集めた作戦cf.ウエシマ作戦【使用例】「ヤシマ作戦中だから、コンセントを抜こう。」関連商品ヱヴァンゲリヲン新劇場版：破　EVANGELION:2.22 YOU CAN (NOT) ADVANCE.【通常版】 [Blu-ray]posted with amazlet at 11.03.19キングレコード (2010-05-26)売り上げランキング: 310Amazon.co.jp で詳細を見る
470,やってくれたな,【意味】やってくれたなとは、スベらされたときに使う言葉。定番のギャグを遮られたときや、これをやればウケるという流れでスベったとき等に使用。【由来】ダチョウ倶楽部の上島竜兵さんがアメトーーク「ダチョウ倶楽部を考えよう（2011年12月1日OA）」の回で発した言葉。【使用例】何か恥をかかされたときに「やってくれたな！」
471,やばば,"【意味】やばばとは、好ましくない状況や興奮しているときなど、ヤバイときに使う言葉。ヤバさのレベルが高いときには『やばばばばば』など、""ば""の数を増やす。雑誌『小悪魔ageha（2013年8月号）』で、age嬢が考案した新ギャル語の2位として紹介された言葉。【由来】やばいの""ば""を重ねることで、ヤバさや面白みを表現【使用例】「やばばばば！このケーキ美味すぎるんだけど！」"
472,山ガール,釣りガールは、女性の趣味趣向について言及した言葉。【意味】釣りや海が好きな女性のこと。川釣りよりも海釣りの【意味】で使われる。【由来】2010年に流行った山ガール（山が好きな女性）の海バージョン。【使用例】これからの漁業は、海ガールにどれだけアピールできるかにかかっている。
473,養殖天然,養殖天然とは、女性に対して使う若者言葉です。【意味】本当は天然ではないが、男性の気を引くために、わざと天然のように振る舞う女性のこと。それで男性の支持は得られても、女性から嫌われることが多い、…らしい。【由来】天然の反意語である養殖、作られた天然養殖天然【使用例】「自分で天然って言うコは、たいてい養殖天然らしいよ。」
474,ようつべ,【意味】ようつべとは、動画共有サイトのYouTubeのこと。『ようつべ』で検索すると、YouTubeがトップに出てくるほどネットでは浸透している。【由来】YouTubeをローマ字読みしてYo（よ）u（う）Tu（つ）be（べ）→　ようつべ【使用例】「探してた動画ようつべにあったよ。」
475,野生のプロ、野生の○○,"【意味】野生のプロとは、プロ級の腕や技を持つ一般人のこと。主にニコニコ動画で、卓越した演奏動画や高い技術を紹介した動画のタグでつけられる。また""野生の○○（企業名や有名人など）""と派生して使うこともある。この場合、やり方や風貌がその者とよく似ていることを指す。【由来】ポケットモンスターの「あ、やせいの○○が飛び出してきた」が元ネタとされる。【使用例】「野生のプロの動画は感動するよね。」"
476,やめあら,【意味】やめあらとは、やめろ荒らすな、の略。2ちゃんねる等で、その場の状況に相応しくない、触れてはならない話題を振った人に対して使う言葉。関連語：荒らし【由来】やめろあらすなやめあら【使用例】「その話はよそう。やめあら」
477,指恋,【意味】指恋（ゆびこい）とは、携帯電話でメールをしているうちに相手を好きになり、恋愛関係に発展すること。または、気になる人とメールをすること。「第3回『もっと明鏡』大賞 みんなで作ろう国語辞典！」の最優秀作品賞を受賞した言葉。【由来】指（=携帯メールのこと。指で文字を打つことから）+　恋指恋【使用例】「最近は指恋きっかけのカップル多いよね～。」
478,ヨクバリージョ,"【意味】ヨクバリージョとは、公私ともに充実している女性のこと。仕事や家庭、自分のことまで手が回る【できる女性】のイメージ。女性は仕事や出産を機にやりたいことを諦めることが多いが""諦めずに欲張ってみよう""という【意味】。ただ欲張っている女性のことではない。【由来】欲張りー女ヨクバリージョ【使用例】A「最近、仕事ができる女性増えてない？」B「ヨクバリージョが多いからね～。」"
479,与謝野る,"与謝野るは、主に女子高生が使っている若者言葉です。【意味】髪の毛・ヘアースタイルが乱れている様子。【由来】歌人、与謝野晶子の代表作【みだれ髪】から。与謝野　+　動詞化の接尾辞""る""与謝野る【使用例】「すごい風だったから与謝野っちゃった。」「今日の俺は、いつにも増して与謝野っている・・・。」"
480,呼びタメ,呼びタメとは、ツイッター等で使われる若者言葉です。【意味】タメ口。どんな人でも友人のように会話すること。【由来】呼び捨て　+　タメ口呼びタメ【使用例】Twitterのプロフィールで「呼びタメOK。気軽に話しましょう!」
481,4低,"【意味】4低とは、婚活中の女性が男性に求める条件のこと。流行時期：2012年『低姿勢（女性に偉そうにしない）』『低リスク（失業のリスクが低い）』『低依存（家事などを嫁に頼りすぎない）』『低燃費（浪費しない、節約家）』の4つの低を指す。関連語：三平（3平）【由来】4つの""低""4低【使用例】「ウチの旦那4低だわ～。」"
482,ライオン,ライオンは、メールに関して使われる若者言葉です。【意味】昼夜問わず、しきりにメールを送ってくる人のこと。【由来】株式会社ライオンのコピー「おはようからおやすみまで暮らしを見つめる」から↓朝から晩までメールを送る【使用例】A「あ、また彼氏からメール来たみたい。」B「また～？彼ライオンだね。」
483,ラフー,"ラフーは、女学生を中心とした若者が使っている言葉。【意味】恋人募集中。【由来】恋愛の""ラブ""と、情報を探すときに使う検索サイト""Yahoo!""をあわせた言葉。ラブ　+　Yahoo!ラフー（恋愛を探している）【使用例】「誰かラフーな人知らない？」"
484,ラブライバー,"【意味】ラブライバーとは、ラブライブ！が好きな人のこと。ラブライブ！は『電撃G's magazine』『ランティス（音楽会社）』『サンライズ（アニメーション制作会社）』の合同アイドルプロジェクト。アニメやゲーム、CD等がリリースされている。ラブライブ！Official Web Site【由来】ラブライブ　+　人を表す接尾辞""er""ラブライバー【使用例】「最近、ラブライバー増えてきてる気がする。」"
485,リアカレ、リアカノ,リアカレ、リアカノとは、若い女性が使う言葉です。【意味】現実世界での恋人のこと。略語。チャカレ、チャカノの反意語として使われる。チャカレ、チャカノからリアカレ、リアカノに発展するケースも多い。関連語:リア充【由来】リアル（現実世界）のカレシリアカレ【使用例】「リアカレとケンカしちゃった。」
486,リア充,リア充（りあじゅう）とは、ネットでよく使われる若者言葉です。【意味】ネット以外の現実生活（仕事や恋愛、趣味）が充実している人のこと。リアルの生活が充実、の略。ネットでは主に、ライフスタイルが充実している人をひがむときに使われる。【主なリア充の特徴】○彼女（彼氏）がいる○携帯電話がよく鳴る○誰にでも優しい○告白されたことがある○夏はバーベキュー、冬は鍋パーティに呼ばれる○気がついたら周囲に人が集まっている○コンプレックスがあまりない○クリスマスの予定は半年前におさえられている、など。【由来】リアルの生活が充実リア充【使用例】「彼女が出来た？このリア充め！」
487,リトルモンスター,リトルモンスターとは、ファンを表す若者言葉です。【意味】レディ・ガガのファンの通称。彼女の奇抜なファッションやメイクを真似したりする。【由来】レディ・ガガは自身を『マザーモンスター』と呼んでおり、ファンは自分の一部であることからリトルモンスター【使用例】「レディ・ガガの人間性に影響されてリトルモンスターになった人も多いよね。」
488,リーマン,【意味】リーマンとは、サラリーマンのこと。主にホワイトカラーで、役員ではない会社員を指す。ネットでは、サラリーマンを揶揄する【意味】が含まれることが多い。【由来】サラリーマン、の略リーマン【使用例】「リーマンもけっこう大変だよな。」
489,ろくろを回す,ろくろを回すとは、ネットで使われる若者言葉です。【流行時期】2012年【意味】インタビュー記事等で、両手を開いて表現している写真のこと。IT業界人へのインタビュー記事に、ろくろを回している人が多いと話題に。エアーろくろ、ロクラーとも。【由来】両手を開いている様子が、ろくろを回しているように見えることから。【使用例】「ろくろを回すと賢そうに見えるよな。」
490,ラッキースケベ,【意味】ラッキースケベとは、不可抗力で（幸運にも）エッチな状況になること。主にアニメや漫画で使われる。女性キャラが転んでスカートの中が見えたり、部屋に入ったら着替中の女性キャラがいたり。【由来】ラッキー　+　スケベラッキースケベラッキースケベなシーンは昔から幾度となくあるが、言葉自体はアニメ「ガンダムSEED」のシン・アスカが、間違えてステラ・ルーシェの胸を触ってしまい、ヨウラン・ケントに「ラッキースケベ！」と言われたのが初出とされる。【使用例】「ラッキースケベこそ男のロマンだよな。」
491,ラノベ,【意味】ラノベとは、ライトノベルの略。表紙や挿絵にアニメのようなイラストが使われる若年層向けの小説のこと。とされているが、はっきりとした定義はない。文庫本で比較的安いのが特徴。【由来】Light+Novel（軽い小説）→　ライトノベルラノベ【使用例】「最近、ラノベにハマってるんだ。」関連商品やはり俺の青春ラブコメはまちがっている。 (ガガガ文庫)posted with ヨメレバ渡 航 小学館 2011-03-18    AmazonKindle楽天ブックスhontoブックオフe-hon図書館彼女がフラグをおられたら 俺、この転校が終わったら、あの娘と結婚するんだ
492,ランピック,ランピックとは、2つの言葉を合わせた若者言葉です。【流行した時期】2011年春頃【意味】走りながら、名所などを満喫すること。運動しつつも話題のお店があったら立ち寄ってお茶してみたり、ピクニック気分で行うランニング。【由来】ラン　+　ピクニックランピック【使用例】「ランピックはストイックな感じがないから、とっつきやすいよ。」
493,リクスー,リクスーとは、ファッションに関する若者言葉です。【意味】リクルートスーツのこと。【由来】『リク』ルート『スー』ツリクスー【使用例】「今年は就活だからリクスー買わなきゃ。」「リクスー好きな男子多いよな。」関連商品jewel 【st315】レディース リクルート スーツ 3点セットposted with カエレバAmazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール価格.com
494,リバる、マーライオン,"リバる、マーライオンは飲みの席などで使われる若者言葉です。【意味】吐く、嘔吐すること。関連語：ゲロイン【由来】英語のリバース　+　動詞化の接尾辞""る""リバースする（もどす）吐くマーライオン口から水を噴出している様子から。【使用例】「昨日部長がリバッちゃって、まいったよ。」「飲みの席ではマーライオンしないことが最低限のマナーだよね。」"
495,レイヤー,"【意味】レイヤーとは、コスプレをする人のこと。アニメキャラなどに扮装することが好きな人。また、英語のlayerで""層""という【意味】もあり、パソコンのグラフィック用語等でも使われる。下になる髪よりも上の髪を短くして段を作る髪型もレイヤーと言う。【由来】コスプレイヤーの略レイヤー【使用例】「おとなしい人が意外とレイヤーだったりするよね。」"
496,ロールキャベツ系男子,ロールキャベツ系男子とは、男性を表す若者言葉です。【意味】一見すると草食系男子だが、中身は肉食系の男性のこと。メガネをかけている等、外見は恋愛に奥手っぽいけれど、実は恋愛に積極的な男性を指します。【由来】ロールキャベツは、外が野菜（草食系男子）で中がお肉（肉食系男子）であることから。【使用例】「ロールキャベツ系男子のギャップが好きって人もいるよね。」
497,リア住,【意味】リア住（りあじゅう）とは、現実世界（リアル）で住職をしている人のこと。ニコニコ動画で本物の住職が仏具で演奏した動画（【仏具で】てってってー【演奏してみた】修正・追加版）が話題になり、リア充をもじって生まれた言葉。同意語：僧職男子【由来】リアルで住職、の略リア住【使用例】「お前さん、リア住だったのかい。」
498,リアバレ,リアバレとは、ネットで使われる若者言葉です。【意味】ネットでの活動やハンドルネームが、実生活の友人などに知られてしまうこと。【由来】リアルでバレる、の略。cf.リア充【使用例】「リアバレが怖いから、動画は顔出さないようにアップしてるんだ。」
499,リセマラ,【意味】リセマラとは、リセットマラソンの略。ガンホーが提供する無料ゲームアプリ、パズドラ（パズルアンドドラゴン）で、レアモンスターを入手するためにインストールとアンインストールを繰り返すこと。【由来】何度もリセットしてやり直す様子がマラソンのようだから。【使用例】「5時間リセマラしてやっと神タイプが出たよ。」
500,りょ！,"【意味】りょ！とは、了解の略。すぐに入力でき、使い勝手が良いのでメールの返信などで使われる。【由来】了解！の""りょ""りょ！【使用例】A「今日3時にハチ公前集合ね。」B「りょ！」"
501,リョウコン,リョウコンとは、合コンの種類を表す若者言葉です。【意味】料理教室で合コンをすること。料理教室はメジャーな出会いの場になりつつあるが、そこで合コンが主催されることもある。異性の家庭的な面をチェックするのに最適とされている。【由来】料理教室　+　合コンリョウコン【使用例】「リョウコンだと相手選び失敗しにくいらしいよ。」
502,歴女,歴女とは、女性を表す若者言葉です。【意味】歴史が好きな女性のこと。当初は、歴史オタク的な【意味】で使われていたが、単に歴史に興味がある女性にも使われるようになった。その【意味】では、墓マイラーも歴女の1カテゴリーと捉えられる。三国志などの登場人物にアイドル的な魅力を感じ、ゆかりの地を訪れたり、関連グッズを購入する。三国志やアニメ戦国BASARAが、歴女ブームの火付け役とされている。【由来】歴史が好きな女性歴女【使用例】「歴女のおかげで大河ドラマの視聴率がかなり上がったらしいよ。」関連商品戦国BASARA3 宴posted with カエレバ カプコン 2011-11-10    Amazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール
503,ロデ男,ロデ男とは、男性を表す若者言葉です。【意味】女性に振り回されている男性のこと。【由来】女性に振り回される様子が、暴れ馬に乗るロデオに似ていることからロデ男【使用例】「恋人はロデ男のほうがうまくいくかもね。」
504,ワクテカ（wktk）,【意味】ワクテカとは、ワクワクして期待している様子。【wktk】と表記することも。【由来】ワクワクテカテカの略。２ちゃんねるで、ワクワクして血行が良くなり、肌にツヤが出てテカテカしているアスキーアートが流行ったことから。+ +∧＿∧ +（0ﾟ･∀･）（0ﾟ∪ ∪ +と＿_)__) +【使用例】A「明日ディズニーランド行くんだって？」B「ああ。ワクテカが止まらないぜ！」
505,わけわかめ,"わけわかめとは、2011年女子中高生ケータイ流行語大賞に選ばれた若者言葉です。【意味】わけがわからない、という【意味】。関連語：イミフ死後として定着していたが、最近また女子高生を中心に流行りだしている模様。ちなみにネットでも↓のようなアスキーアート（AA）がある。【わけﾜｶﾒ】　　＿＿_　　)　　)　 (ﾟДﾟ(　ノ)　　)ヽ　 (　　(　　)　　)　　∪~∪【由来】わけがわからないの""わか""と""ワカメ""をかけてわけわかめ【使用例】「相対性理論とかわけわかめじゃね？」"
506,わこつ、わくおつ,【意味】わこつとは、枠取りお疲れ様、の略。『わくおつ』と言うこともある。枠とはニコニコ生放送（ニコニコ動画が提供する生中継動画配信サービス）の放送枠のこと。当初のニコ生では、放送枠の獲得が困難だったため「よくとれたね」「おめでとう」という【意味】で使われていた。今は放送枠も増え、そこまで困難ではなくなったが、ニコ生開始の挨拶として使われている。【由来】枠取りお疲れ様わくおつわこつ【使用例】ニコ生スタート時のコメントで「わこつ～」
507,ワロタ、ワラタ、ワロス、ワロリンヌ,ワロタとは、ネットで使う若者言葉です。【意味】笑った、面白い、という【意味】。ワラタ、ワロス、ワロリンヌも同意語。笑いを表すwwwwwとセットで使う。ワロスは強調する接頭辞をつけて「メガワロス」「ギガワロス」「テラワロス」と言うことも。他にもワロス風の言葉がいくつかある。カワイソス可哀想キモス気持ち悪いコワス怖いまた、笑えないことを『ワロエナイ』と言ったりする。【由来】笑ったワラッタワラタワロタワロス【使用例】「母ちゃんが買ってきた服ワロタwwww」「深海怖すぎワロエナイwww」
508,ワニ族,not found
509,ワンコ,ワンコとは、女子高生を中心に使われている若者言葉です。【意味】電話をワンコールで切ること。ワン切り。【由来】ワンコールの略。【使用例】「じゃあ、着いたらワンコして。」
510,ワンチャン、ノーチャン、フルチャン,【意味】ワンチャンとは、ワンチャンスという【意味】。可能性はあまりないが、ゼロではないときに使う。主に格闘ゲームや麻雀で使われる。類義語：ノーチャン（ノーチャンス=もうチャンスがない）、ツーチャン（ワンチャンより可能性が高い）、フルチャン（絶対できる）【由来】ワンチャンスの略ワンチャン【使用例】「これならまだワンチャンあるんじゃね！？」関連商品ラストチャンスposted with カエレバSomething ELse EMI Japan 2011-02-23    Amazon楽天市場YahooショッピングYahooオークション価格.com
511,割れ厨,"割れ厨とは、ネットで使われる若者言葉です。【読み】われちゅう【意味】違法にゲームソフトなどを入手し、使用している人のこと。【由来】割れ（ゲームソフトなどを違法に配布・入手することを""Warezワレズ""と呼ぶ）+厨（信者、中毒の意）→割れ厨【使用例】「ゲームエミュレータの割れ厨問題は深刻です。」"
512,ワンコミ,【意味】ワンコミとは、ワンコミュニケーションの略。自己満足のこと。【由来】ワンコミュニケーションワンコミ【使用例】「でもそれってワンコミじゃね？」
513,ワンパ,【意味】ワンパとは、ワンパターンの略。代わり映えしない状況で使う。【由来】ワンパターンワンパ【使用例】「ここのテレビ局は相変わらずワンパだな。」
514,ヲチ,ヲチとは、ネットで使われる若者言葉です。【意味】あるサイトやメディアなどを、やや皮肉を込めて静観すること。ヲチしている人のことをヲチャー、ウォッチャーと呼んだりする。【由来】英語のwatch（ウォッチ）⇒　ヲチ【使用例】「ネットのヲチりは、なくならないような気がする。」
515,a.k.a,"a.k.aとは、自己紹介等で使われる若者言葉。【意味】～としても知られる、別名、という【意味】。【由来】""also known as""の頭文字をとってa.k.a表記パターンは、a.k.a、aka、AKAなど【使用例】メールやツイッターで、ジョークっぽく使われる「シンジです、ヨロシク！a.k.a今世紀最大のジゴロ。」願望としても使われます。「アキラです。AKA億万長者。」"
516,BA乞食,BA乞食とは、ネットで使われる若者言葉です。【意味】ベストアンサー乞食の略。Q&Aサイト（Yahoo!知恵袋や教えて！gooなど）で何がなんでもベストアンサーを獲得しようとする人のこと。ベストアンサーが得られれば、ポイントをもらえたり、グレードアップできたりする。BA乞食の回答方法は、回答締め切り間近になっている質問に片っ端から回答し、ベストアンサーを得ること。自分が詳しくないことにも回答しているため、回答の質の低下を招いている。【由来】ベストアンサー（BA）　+　乞食BA乞食【使用例】「マイナーな質問はBA乞食が回答してるから、あんまり解決してないよね。」
517,B専,B専は、主に男性が使う若者言葉です。【意味】世間的に不細工とされている人を好きになる人のこと。【由来】不細工（Busaiku）専門の略B専【使用例】失礼な言葉なので使い方に注意し、多用しないようにしましょう。特に彼女がいる男性に言うと、嫌われることウケアイです。（合コン等で）男1「俺はあの子がいいな。」男2「え～、マジで！？お前B専だな。」
518,DQNネーム（キラキラネーム）,DQNネーム、キラキラネームとは、ネットで使われる若者言葉です。【意味】珍しく変わった名前のこと。DQNネームとキラキラネームは同意。cf.DQN漫画やアニメキャラクターの当て字、漢字の読み方を無視したものが多い。【由来】DQNな名前DQNネーム【使用例】「最近の幼稚園は、DQNネームのほうが多数派だよね。」
519,FOD,雰囲気イケメン、雰囲気おしゃれ男子とは、男性に関する若者言葉です。【意味】雰囲気がイケメン、おしゃれな男子。「イケメンじゃないんだけど、空気感とかファッションがなんとなく好き…。」そう言われる男性のこと。FODの特徴としては『髪型が特徴的』『趣味がかっこいい』『物静か』『落ち着きがある』等々。芸能人では、ピースの又吉さんがFODとして挙げられます。【由来】雰囲気がイケメン雰囲気イケメン雰囲気　おしゃれ　男子の頭文字FOD【使用例】「今はイケメンよりもFODの方が好きかも。」
520,IYH,IYHとは、ネットで使われる若者言葉です。【意味】衝動買いをすること。物欲が満たされ、喜びで飛び上がる様子。金額が大きくなるほど、喜びも大きくなる。「イヤッッホォォォウ！」の略。IYHer（イャッッハァァァアー！）：IYHした、またはこれからIYHする人。【由来】イヤッッホォォォウ！iyahhouIYH【使用例】「ボーナス出たからいろいろIYHしてやったぜ！」
521,JK、JC、JS、JD,JK（ジェイケイ）とは、女性を表す若者言葉です。【意味】女子高生のこと。他にも、『JC→女子中学生』『JS→女子小学生』『JD→女子大生』がある。またネットでは、JK=常考としても使われる。【由来】女子（Jyosi）高生（Kousei）の頭文字をとってJK【使用例】「JKのツイッターユーザーけっこう多いらしいよ。」
522,KY,KYとは流行語大賞2007にノミネートされた若者言葉です。【意味】空気読めない、の略。その場の流れ・雰囲気にそぐわない言動をすること、または人。女子高生のメールで頻繁に使われ流行した。また、KYと申告すると「お前空気読めよ」という【意味】になる。【由来】空気（Kuuki）読めない（Yomenai）→　KY【使用例】「あいつKYだよね～。」
523,mjk、mjsk,【意味】mjkとは、マジか！？の略。驚きや真偽を確かめる【意味】がある。mjsk（マジすか）とも言う。関連語：wktk、gdgd、ggrks、mjdk、kwsk【由来】ローマ字にしてma ji ka の子音だけをとったものmjk【使用例】A「自転車のカゴに5万入ってたんだが」B「mjk」
524,mjdk,mjdkとは、ネットで使われる若者言葉です。【意味】マジでか、の略。驚きの【意味】。『マジでか！』と書くよりも『mjdk』の方が速く打てるので、2ちゃんねるなどの掲示板でよく使われる。全角文字に変換するのが面倒くさいだけという噂もある。関連語：kwsk、gdgd【由来】マジでかの頭文字をとって（majideka）→　mjdk【使用例】A「この間の皐月賞で万馬券的中したった！」B「mjdk」
525,ROMる,"【意味】ROMるとは、掲示板やサイトでコメントを書き込まずに、ただ読んでいること、または人。主に2ちゃんねるで使われる言葉。【由来】Read Only Memberの頭文字　+　動詞化の接尾辞""る""ROMる【使用例】「2ちゃんねるやってるけど、基本ROMってるわ～。」"
526,RT,【意味】RT（リツイート）とは、他人のつぶやきを自分のアカウントで再配信すること。引用。あくまでも他人のつぶやきなので節度を守ってRTしましょう。【由来】ReTweetの略称。
527,･･･orz,"orzとは、ネットで使われる若者言葉です。【意味】がっかり、落胆した様子を表すアスキーアート。ごくたまに、尊敬の念を表すときにも使う。読み方は多くあるが、統一されていない。【読み】オルツ、オーズ、オーアールゼット、オルズ、オリザノール、失意体前屈【由来】""o""が頭、""r""が体と手、""z""が脚で、ひれ伏している人に見えることから。orzの類似語としてOTL、Or2などがある。【使用例】･･･をつけて使うことが多い。「今日借りてきたDVD、いま地上波でやってる･･･orz」"
528,tsudaる,【意味】tsudaる（つだる）とは、ツイッターでイベント等を生中継すること。【正式な定義】社会問題上重要度の高いカンファレンスにオンライン状態で出席し、現場で発表された発言の140字要約postをTwitterのTimeline上に送り続ける行為【由来】津田大介氏が始めたことから。【使用例】「appleのプレゼンがtsudaられるらしいよ。」「○○さんがtsudaってくれたおかげで、よく理解できました。」
529,()かっこ、かっこ閉じ,"【意味】()とは、(笑)を略したもの。(笑)は純粋に面白いときにも使うが、()は主に、揶揄する嘲笑やツッコミの【意味】で使う。【由来】(笑)の""笑""を取って()【使用例】「60過ぎてモテる方法()」→60過ぎてモテテも仕方ないだろ、というツッコミの【意味】"
